search URL:,https://patents.google.com/?q=%28G21B+NOT+G21B3%252f00%29&before=priority:20091231&after=priority:20000101&clustered=true&dups=language&sort=old
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
WO-2011019594-A1,Method for bonding ceramic materials ,"Caldera Engineering, Lc","John Roger Peterson, M. Robert Mock, Jeffrey C. Robison, Stephen R. Chipman, Grant Jay Brockbank, Michael R. Luque",2009-08-10,2010-08-06,2011-02-17,,https://patents.google.com/patent/WO2011019594A1/en,
ZA-201006271-B,Method and system for in situ deposition and regeneration of high efficiency target materials for long life nuclear reaction devices ,Starfire Industries Llc,"Robert Andrew Stubbers, Brian Edward Jurczyk, Darren Adam Alman, Matthew David Coventry, Michael Jerome Schaus",2008-02-27,2010-09-01,2011-10-26,,https://patents.google.com/patent/ZA201006271B/en,
WO-2011071575-A1,Beryllium pebble designs for neutron multiplication in (inertial confinement) fusion/fission hybrids ,"Lawrence Livermore National Security, Llc","Jaime Marian, Paul Demange, Magdalena Caro, Alfredo Caro, Joseph C. Farmer",2009-09-02,2010-09-02,2011-06-16,,https://patents.google.com/patent/WO2011071575A1/en,
WO-2011029031-A1,"High temperature, high strength-to-weight-ratio composite material ","Lawrence Livermore National Security, Llc","Edward I. Moses, Joseph C Farmer, Joshua D. Kuntz, Scott Groves, Luis Zepeda",2009-09-04,2010-09-03,2011-03-10,,https://patents.google.com/patent/WO2011029031A1/en,
CA-2773570-A1,Advanced fusion fuel ,"Advanced Fusion Systems Llc, Curtis A. Birnbach",Curtis A. Birnbach,2009-09-17,2010-09-17,2011-03-24,,https://patents.google.com/patent/CA2773570A1/en,
KR-20120069683-A,Advanced fusion fuel ,어드밴스드 퓨젼 시스템스 엘엘씨,커티스 에이. 비른바흐,2009-09-17,2010-09-17,2012-06-28,,https://patents.google.com/patent/KR20120069683A/en,https://patentimages.storage.googleapis.com/ab/4f/bc/6055bad45daa0f/pct00001.png
EP-2478220-A1,Advanced fusion fuel ,Advanced Fusion Systems LLC,Curtis A. Birnbach,2009-09-17,2010-09-17,2012-07-25,,https://patents.google.com/patent/EP2478220A1/en,
MX-2012002903-A,Advanced fusion fuel. ,Advanced Fusion Systems Llc,Curtis A Birnbach,2009-09-17,2010-09-17,2012-04-02,,https://patents.google.com/patent/MX2012002903A/en,
JP-2013505450-A,Advanced fusion fuel ,アドバンスト  フュージョン  システムズ  エルエルシー,エー  バーンバック カーティス,2009-09-17,2010-09-17,2013-02-14,,https://patents.google.com/patent/JP2013505450A/en,https://patentimages.storage.googleapis.com/9e/01/94/8e0f753a70ae0f/2013505450-3.png
US-2011064179-A1,Advanced Fusion Fuel ,Advanced Fusion Systems LLC.,Curtis A. Birnbach,2009-09-17,2010-09-17,2011-03-17,,https://patents.google.com/patent/US20110064179A1/en,https://patentimages.storage.googleapis.com/9a/1b/6e/6ec4eac2b63ae6/US20110064179A1-20110317-D00000.png
BR-112012005344-A2,"""advanced fusion fuel"" ",Advanced Fusion Systems Llc,A Birnbach Curtis,2009-09-17,2010-09-17,2019-09-24,,https://patents.google.com/patent/BR112012005344A2/en,
WO-2011035167-A1,Advanced fusion fuel ,Advanced Fusion Systems Llc,Curtis A. Birnbach,2009-09-17,2010-09-17,2011-03-24,,https://patents.google.com/patent/WO2011035167A1/en,
NZ-598493-A,Advanced fusion fuel ,Advanced Fusion Systems Llc,Charles E Ga,2009-09-17,2010-09-17,2013-10-25,,https://patents.google.com/patent/NZ598493A/en,
AU-2010295489-A1,Advanced fusion fuel ,Advanced Fusion Systems Llc,Curtis A. Birnbach,2009-09-17,2010-09-17,2012-03-22,,https://patents.google.com/patent/AU2010295489A1/en,
WO-2011044495-A1,Systems and methods for magnetically assisted inertial electrostatic confinement fusion ,"Fpgeneration, Inc.","Alexander Klein, Scott Rackey",2009-10-09,2010-10-08,2011-04-14,,https://patents.google.com/patent/WO2011044495A1/en,
US-2011085632-A1,Systems and methods for magnetically assisted inertial electrostatic confinement fusion ,FP Generation,"Alexander Klein, Scott Rackey",2009-10-09,2010-10-08,2011-04-14,,https://patents.google.com/patent/US20110085632A1/en,https://patentimages.storage.googleapis.com/b3/3a/e2/7acdfd17c6b7cf/US20110085632A1-20110414-D00000.png
US-2011142184-A1,"Process and technical arrangement to study nuclear fission by using single atomic layers of nuclear materials with a single crystal structure grown onto undamaged, miniature single crystal hollow body surfaces, which serve as a seeding platform ",Juergen Wisotzki,Juergen Wisotzki,2009-12-11,2010-10-19,2011-06-16,,https://patents.google.com/patent/US20110142184A1/en,https://patentimages.storage.googleapis.com/ab/38/a3/d6f75ac06ed20b/US20110142184A1-20110616-D00000.png
US-2011127915-A1,Plasma containment ,"Edwards W Farrell, Held Eric D","W. Farrell Edwards, Eric D. Held",2007-01-18,2010-10-28,2011-06-02,,https://patents.google.com/patent/US20110127915A1/en,https://patentimages.storage.googleapis.com/93/95/4f/86853a37168b9c/US20110127915A1-20110602-D00000.png
HK-1144047-A1,Magnetic and electrostatic confinement of plasma in a field reversed configuration ,Univ California,"Norman Rostoker, Michl Binderbauer, Artan Qerushi, Hooshang Tahsiri, Eusebio Garate, Vitaly Bystritskii",2001-02-01,2010-11-04,2011-01-21,,https://patents.google.com/patent/HK1144047A1/en,
HK-1144048-A1,Magnetic and electrostatic confinement of plasma in a field reversed confirguration ,Univ California,"Norman Rostoker, Michl Binderbauer, Artan Qerushi, Hooshang Tahsiri, Eusebio Garate, Vitaly Bystritskii",2001-02-01,2010-11-04,2011-01-21,,https://patents.google.com/patent/HK1144048A1/en,
US-10764987-B2,Method for generating neutrons ,Neusca Sas,"Arash Mofakhami, Tarek Nassar",2009-11-25,2010-11-25,2020-09-01,2020-09-01,https://patents.google.com/patent/US10764987B2/en,https://patentimages.storage.googleapis.com/c4/e3/80/ef78e77174814d/US10764987-20200901-D00000.png
EP-2505043-A1,Method for generating neutrons ,"Mofakhami, Florence, Arash Mofakhami, Tarek Nassar, Ben Brahim, Driss, Levet, Eric","Arash Mofakhami, Tarek Nassar",2009-11-25,2010-11-25,2012-10-03,,https://patents.google.com/patent/EP2505043A1/en,
WO-2011064739-A1,Method for generating neutrons ,"Mofakhami, Florence, Ben Brahim, Driss, Levet, Eric","Arash Mofakhami, Tarek Nassar",2009-11-25,2010-11-25,2011-06-03,,https://patents.google.com/patent/WO2011064739A1/en,
US-2013148770-A1,Method for generating neutrons ,"Arash Mofakhami, Tarek Nassar","Arash Mofakhami, Tarek Nassar",2009-11-25,2010-11-25,2013-06-13,,https://patents.google.com/patent/US20130148770A1/en,https://patentimages.storage.googleapis.com/8a/db/30/614a545e5fc208/US20130148770A1-20130613-D00000.png
US-2011132973-A1,Method of manufacturing high-heat-load equipment by metallurgically joining carbon material with copper-alloy material ,Kawasaki Jukogyo Kabushiki Kaisha,"Naoki Uchiyama, Hirokazu Yamada, Kensuke MOHRI, Tamotsu NAKAE, Youichi NAKAMORI, Makoto Kubota",2009-12-09,2010-12-08,2011-06-09,,https://patents.google.com/patent/US20110132973A1/en,https://patentimages.storage.googleapis.com/1c/50/f8/efa8da1c3e7278/US20110132973A1-20110609-D00000.png
EP-2332684-A1,Method of manufacturing high-heat-load equipment by metallurgically joining carbon material with copper-alloy material ,Kawasaki Jukogyo Kabushiki Kaisha,"Naoki Uchiyama, Hirokazu Yamada, Kensuke Mohri, Tamotsu Nakae, Youichi Nakamori, Makoto Kubota",2009-12-09,2010-12-08,2011-06-15,,https://patents.google.com/patent/EP2332684A1/en,https://patentimages.storage.googleapis.com/8a/6e/e1/81a5172a8a6cd4/imgf0001.png
IL-210101-A0,Circuit for direct energy extraction from a charged-particle beam ,"Univ California, Smedley Keyue, Wessel Frank, Gu Mingying, Jeong In Wha",,2008-06-27,2010-12-19,2011-02-28,,https://patents.google.com/patent/IL210101A0/en,
IL-210101-A,Circuit for direct energy extraction from a charged-particle beam ,"Univ California, Smedley Keyue, Wessel Frank, Gu Mingying, Wha Jeong In","Smedley Keyue, Wessel Frank, Gu Mingying, Wha Jeong In",2008-06-27,2010-12-19,2017-06-29,,https://patents.google.com/patent/IL210101A/en,
CL-2010001562-A1,Electronic circuit for extracting electrical energy from a quadrupole inverse cyclotron containing: a resonance converter comprising a plurality of circuit breakers configured to form a bridge that cuts the direct current voltage to a pulse waveform: and associated method . ,Univ California,"Keyue Smedly, Frank Wessel, Mingying Gu, In Wha Jeong",2008-06-27,2010-12-24,2011-11-25,,https://patents.google.com/patent/CL2010001562A1/en,
ZA-201100561-B,Neutral particle generator ,Jidotek Pty Ltd,Oded Shrier,2008-07-31,2011-01-21,2011-10-26,,https://patents.google.com/patent/ZA201100561B/en,
IL-210800-A0,Neutral particle generator ,Jiddtek Pty Ltd,,2008-07-31,2011-01-23,2011-04-28,,https://patents.google.com/patent/IL210800A0/en,
ZA-201100619-B,Circuit for direct energy extraction from a charged-particle beam ,Univ California,"Keyue Smedley, Frank Wessel, Mingying Gu, In Wha Jeong",2008-06-27,2011-01-25,2011-10-26,,https://patents.google.com/patent/ZA201100619B/en,
IL-211340-A0,System for enhancing preignition conditions of thermonuclear fusion reations ,Advanced Fusion Systems Llc,,2008-08-28,2011-02-22,2011-04-28,,https://patents.google.com/patent/IL211340A0/en,
AU-2011201603-B2,Magnetic and electrostatic confinement of plasma in a field reversed configuration ,The Regents Of The University Of California,"Michi Binderbauer, Vitaly Bystrirskii, Eusebio Garate, Tahsiri Hooshang, Artan Qerushi, Norman Rostoker",2001-02-01,2011-04-08,2012-01-19,2012-01-19,https://patents.google.com/patent/AU2011201603B2/en,
AU-2011201603-A1,Magnetic and electrostatic confinement of plasma in a field reversed configuration ,The Regents Of The University Of California,"Michi Binderbauer, Vitaly Bystrirskii, Eusebio Garate, Tahsiri Hooshang, Artan Qerushi, Norman Rostoker",2001-02-01,2011-04-08,2011-04-28,,https://patents.google.com/patent/AU2011201603A1/en,
US-9564248-B2,Inductive plasma source and plasma containment ,The Regents Of The University Of California,"Vitaly Bystriskii, Eusebio Garate, Yuanxu Song, Michael Anderson",2005-03-07,2011-10-03,2017-02-07,2017-02-07,https://patents.google.com/patent/US9564248B2/en,https://patentimages.storage.googleapis.com/0e/18/d8/66de254e1cfce6/US09564248-20170207-D00000.png
US-2012027151-A1,Inductive plasma source and plasma containment ,The Regents Of The University Of California,"Vitaly Bystriskii, Euseblo Garate, Yuanxu Song, Michael Anderson",2005-03-07,2011-10-03,2012-02-02,,https://patents.google.com/patent/US20120027151A1/en,https://patentimages.storage.googleapis.com/95/d4/4a/375bbf738fc9bf/US20120027151A1-20120202-D00000.png
HK-1158811-A1,Device and method for producing medical isotopes ,陽光醫療技術公司,．皮費爾,2008-05-02,2011-12-01,2012-07-20,,https://patents.google.com/patent/HK1158811A1/en,
CY-1113833-T1,PLASMA-ELECTRIC POWER CREATION SYSTEM ,The Regents Of The University Of California,"Norman Rostoker, Hendrik J Monkhorst",2001-03-19,2012-02-01,2016-07-27,,https://patents.google.com/patent/CY1113833T1/en,
US-9058904-B2,Method for injecting electrons into a fusion-fuel derived plasma ,Advanced Fusion Systems Llc,Curtis A Birnbach,2008-08-28,2012-02-22,2015-06-16,2015-06-16,https://patents.google.com/patent/US9058904B2/en,https://patentimages.storage.googleapis.com/c5/a7/c4/290e9ee732d9c1/US09058904-20150616-D00000.png
US-2012148003-A1,Systems for Enhancing Preignition Conditions of Thermonuclear Fusion Reactions ,Birnbach Curtis A,Curtis A. Birnbach,2008-08-28,2012-02-22,2012-06-14,,https://patents.google.com/patent/US20120148003A1/en,https://patentimages.storage.googleapis.com/de/de/75/bb215438cca4ec/US20120148003A1-20120614-D00000.png
US-8750459-B2,Targets and processes for fabricating same ,Board Of Regents Of The Nevada System Of Higher Education,"Thomas Cowan, Steven Malekos, Grant Korgan, Jesse Adams, Yasuhiko Sentoku, Nathalie LeGalloudec",2005-09-12,2012-03-12,2014-06-10,2014-06-10,https://patents.google.com/patent/US8750459B2/en,https://patentimages.storage.googleapis.com/7d/dc/3c/10876c737207fd/US08750459-20140610-D00000.png
US-2012298624-A1,Targets and processes for fabricating same ,"Thomas Cowan, Steven Malekos, Grant Korgan, Jesse Adams, Yasuhiko Sentoku, Nathalie Le Galloudec, Julien Fuchs","Thomas Cowan, Steven Malekos, Grant Korgan, Jesse Adams, Yasuhiko Sentoku, Nathalie Le Galloudec, Julien Fuchs",2005-09-12,2012-03-12,2012-11-29,,https://patents.google.com/patent/US20120298624A1/en,https://patentimages.storage.googleapis.com/e1/70/44/c5eb302e6fa7fa/US20120298624A1-20121129-D00000.png
IL-218594-A0,Advanced fusion fuel ,Advanced Fusion Systems Llc,,2009-09-17,2012-03-13,2012-05-31,,https://patents.google.com/patent/IL218594A0/en,
US-2012328066-A1,"Single-pass, heavy ion fusion, systems and method for fusion power production and other applications of a large-scale neutron source ","Burke Robert J, Alexander Thomas Burke","Robert J. Burke, Alexander Thomas Burke",2008-06-13,2012-05-29,2012-12-27,,https://patents.google.com/patent/US20120328066A1/en,https://patentimages.storage.googleapis.com/12/d9/f3/cc0ea2ad31e638/US20120328066A1-20121227-D00000.png
US-9299461-B2,"Single pass, heavy ion systems for large-scale neutron source applications ",Arcata Systems,"Robert J. Burke, Alexander Thomas Burke",2008-06-13,2012-05-29,2016-03-29,2016-03-29,https://patents.google.com/patent/US9299461B2/en,https://patentimages.storage.googleapis.com/da/1c/ed/768f4e8bdf7131/US09299461-20160329-D00000.png
IL-220293-A0,System for enhancing preignition conditions of thermonuclear fusion reactions ,Advanced Fusion Systems Llc,,2008-08-28,2012-06-10,2012-07-31,,https://patents.google.com/patent/IL220293A0/en,
RU-2012136953-A,SYSTEMS AND METHODS OF SINGLE-STROKE HEAVY SYNTHESIS ,Арката Системз,"Роберт Дж. БЕРК, Александр Томас БЕРК",2008-06-13,2012-08-29,2014-03-10,,https://patents.google.com/patent/RU2012136953A/en,
JP-2013016507-A,Method of forming stable state of high density high temperature plasma ,"Zakrytoe Aktsionernoe Obschestvo Rustermosintez, ザクリートエ  アクツィオネルノエ  オブシエストボ  ルスターモシンテツ","Stanislav Ivanovich Fissenco, イワノビチ フィッセンコ，スタニスラフ, Igor Stanislavovich Fissenco, スタニスラボビチ フィッセンコ，イゴル",2004-11-30,2012-09-14,2013-01-24,,https://patents.google.com/patent/JP2013016507A/en,https://patentimages.storage.googleapis.com/ff/bc/cd/02b392f21651c9/2013016507-20.png
CY-1113150-T1,PLASMA ELECTRICITY PRODUCTION SYSTEM ,The Regents Of The University Of California,"Norman Rostoker, Michl Binderbauer, Frank Wessel, Alex Cheung, Vitaly Bystritskii, Yuanxu Song, Michael Anderson, Eusebio Garate, Alan Vandrie",2005-03-07,2012-09-25,2016-04-13,,https://patents.google.com/patent/CY1113150T1/en,
US-8778196-B2,Methods of manufacturing diamond capsules ,Sunshell Llc,Victor B. Kley,2004-02-25,2012-10-18,2014-07-15,2014-07-15,https://patents.google.com/patent/US8778196B2/en,https://patentimages.storage.googleapis.com/3b/a0/b8/aecae6bd9a2609/US08778196-20140715-D00000.png
US-2013037978-A1,Methods of manufacturing diamond capsules ,Terraspan Llc,Victor B. Kley,2004-02-25,2012-10-18,2013-02-14,,https://patents.google.com/patent/US20130037978A1/en,https://patentimages.storage.googleapis.com/8d/b6/7d/cc0941995d002b/US20130037978A1-20130214-D00000.png
JP-5717206-B2,"Plasma generation system, plasma generation method, plasma confinement method ","ザ リージェンツ オブ ザ ユニバーシティ オブ カリフォルニア, ザ  リージェンツ  オブ  ザ  ユニバーシティ  オブ  カリフォルニア","ロストカー ノーマン, ロストカー ノーマン, ビンデルバウアー ミヒル, ビンデルバウアー ミヒル, ウェッセル フランク, ウェッセル フランク, アレックス チュン, アレックス チュン, ビストリツキー ビタリー, ビストリツキー ビタリー, ソン ユアンシュ, ソン ユアンシュ, アンダーソン マイケル, アンダーソン マイケル, ガラト エウセビオ, ガラト エウセビオ, バンドリー アラン, バンドリー アラン",2005-03-07,2013-01-08,2015-05-13,2015-05-13,https://patents.google.com/patent/JP5717206B2/en,
JP-2013101134-A,Plasma electron generation system ,"Regents Of The Univ Of California, ザ  リージェンツ  オブ  ザ  ユニバーシティ  オブ  カリフォルニア","Norman Rostoker, ロストカー ノーマン, Michl Binderbauer, ビンデルバウアー ミヒル, Frank Wessel, ウェッセル フランク, Alex Cheung, アレックス チュン, Vitaly Bystritskii, ビストリツキー ビタリー, Yuanxu Song, ソン ユアンシュ, Michael Anderson, アンダーソン マイケル, Eusebio Garate, ガラト エウセビオ, Alan Vandrie, バンドリー アラン",2005-03-07,2013-01-08,2013-05-23,,https://patents.google.com/patent/JP2013101134A/en,https://patentimages.storage.googleapis.com/28/c4/eb/a5328cf67b6ebf/2013101134-81.png
