patent_code,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
KR-20180090633-A,Ceramics pebble and method of manufacturing ceramics pebble ,가천대학교 산학협력단,"윤영수, 우성필, 이강수, 김인예, 신서윤",2017-02-03,2017-02-03,2018-08-13,,https://patents.google.com/patent/KR20180090633A/en,https://patentimages.storage.googleapis.com/42/a1/3f/93cd156bc4675e/pat00001.png
CN-106683714-B,A kind of orthogonal ellipsoidal cavity of laser-produced fusion ,中国工程物理研究院激光聚变研究中心,"况龙钰, 黎航, 景龙飞, 林稚伟, 张璐, 郑建华, 李丽灵, 江少恩, 丁永坤",2017-02-10,2017-02-10,2018-05-01,2018-05-01,https://patents.google.com/patent/CN106683714B/en,
CN-106683714-A,Laser-produced fusion orthogonal ellipsoidal cavity ,中国工程物理研究院激光聚变研究中心,"况龙钰, 黎航, 景龙飞, 林稚伟, 张璐, 郑建华, 李丽灵, 江少恩, 丁永坤",2017-02-10,2017-02-10,2017-05-17,,https://patents.google.com/patent/CN106683714A/en,
US-2017221589-A1,Liquid lithium first walls for electromagnetic control of plasmas in fusion power reactor environments ,The Boeing Company,Thomas Lyman Weaver,2011-04-01,2017-02-16,2017-08-03,,https://patents.google.com/patent/US20170221589A1/en,https://patentimages.storage.googleapis.com/c7/a7/03/7f10ccf5175827/US20170221589A1-20170803-D00000.png
US-10643752-B2,Liquid lithium first walls for electromagnetic control of plasmas in fusion power reactor environments ,The Boeing Company,Thomas Lyman Weaver,2011-04-01,2017-02-16,2020-05-05,2020-05-05,https://patents.google.com/patent/US10643752B2/en,https://patentimages.storage.googleapis.com/5b/81/a3/7e70397512d039/US10643752-20200505-D00000.png
GB-201702581-D0,First wall conditioning in a fusion reactor vessel ,Tokamak Energy Ltd,,2017-02-17,2017-02-17,2017-04-05,,https://patents.google.com/patent/GB201702581D0/en,
RU-2017106987-A,DEVICE FOR MOUNTING A BLANKET MODULE ON A VACUUM CASE OF A THERMONUCLEAR REACTOR ,"Российская Федерация, от имени которой выступает Государственная корпорация по атомной энергии ""Росатом""","Владимир Юрьевич Колганов, Иван Игоревич Поддубный",2017-03-02,2017-03-02,2018-09-04,,https://patents.google.com/patent/RU2017106987A/en,
US-2018254153-A1,Apparatus for plasma confinement and for ion separation ,Mikiso Mizuki,Mikiso Mizuki,2017-03-02,2017-03-02,2018-09-06,,https://patents.google.com/patent/US20180254153A1/en,https://patentimages.storage.googleapis.com/74/d9/ab/cb0509dceb6318/US20180254153A1-20180906-D00000.png
RU-2713216-C2,Device for attachment of blanket module on vacuum housing of thermonuclear reactor ,"Российская Федерация, от имени которой выступает Государственная корпорация по атомной энергии ""Росатом""","Владимир Юрьевич Колганов, Иван Игоревич Поддубный",2017-03-02,2017-03-02,2020-02-04,2020-02-04,https://patents.google.com/patent/RU2713216C2/en,https://patentimages.storage.googleapis.com/63/26/6a/40be6fda9e625c/00000002.png
CN-106898385-A,The apparatus and method that electronics gun-type electron-beam enters constraint under a kind of high-intensity magnetic field ,华中科技大学,"杨州军, 蔡豪, 谢先立, 孙宗昌, 丁永华, 庄革, 潘垣",2017-03-06,2017-03-06,2017-06-27,,https://patents.google.com/patent/CN106898385A/en,
CN-106898385-B,Electronics gun-type electron-beam enters the apparatus and method of constraint under a kind of high-intensity magnetic field ,华中科技大学,"杨州军, 蔡豪, 谢先立, 孙宗昌, 丁永华, 庄革, 潘垣",2017-03-06,2017-03-06,2018-04-24,2018-04-24,https://patents.google.com/patent/CN106898385B/en,
WO-2017164775-A1,Device for securing a blanket module to a fusion reactor vacuum vessel ,"Российская Федерация, от имени которой выступает Государственная корпорация по атомной энергии ""Росатом""","Владимир Юрьевич КОЛГАНОВ, Сергей Эмильевич ХОМЯКОВ, Иван Игоревич ПОДДУБНЫЙ",2016-03-21,2017-03-20,2017-09-28,,https://patents.google.com/patent/WO2017164775A1/en,
KR-102011617-B1,Device for Fixing Blanket Module in Vacuum Vessel ,스테이트 에토믹 에너지 코퍼레이션 “로사톰”온 비핼프 오브 더 러시안 페더레이션,"블라디미르 우레비치 콜가노프, 세르게이 이밀레비치 크홈야코프, 이반 이고레비치 포드두브니예",2016-03-21,2017-03-20,2019-08-16,2019-08-16,https://patents.google.com/patent/KR102011617B1/en,https://patentimages.storage.googleapis.com/60/02/56/576c8e0c99147d/112018098923138-pct00001.png
EP-3441978-B1,Device for securing a blanket module to a fusion reactor vacuum vessel ,"State Atomic Energy Corporation ""Rosatom"" on Behalf of The Russian Federation","Vladimir Ur'evich KOLGANOV, Sergey Emil'evich KHOMYAKOV, Ivan Igorevich PODDUBNYJ",2016-03-21,2017-03-20,2020-07-01,2020-07-01,https://patents.google.com/patent/EP3441978B1/en,https://patentimages.storage.googleapis.com/20/07/d9/cedb71997be6b6/imgf0001.png
CN-108780665-A,It is a kind of to be used to fix cladding modular to the device of fusion reactor vacuum chamber ,由俄罗斯原子能集团公司代表的俄罗斯联邦,"V·U·科尔根诺夫, S·E·科米克洛夫, I·I·巴德米西",2016-03-21,2017-03-20,2018-11-09,,https://patents.google.com/patent/CN108780665A/en,
EP-3441978-A4,Device for securing a blanket module to a fusion reactor vacuum vessel ,"State Atomic Energy Corporation ""Rosatom"" on Behalf of The Russian Federation","Vladimir Ur'evich KOLGANOV, Sergey Emil'evich KHOMYAKOV, Ivan Igorevich PODDUBNYJ",2016-03-21,2017-03-20,2019-11-20,,https://patents.google.com/patent/EP3441978A4/en,
ES-2821925-T3,Device for fixing a mantle module to a fusion reactor vacuum vessel ,State Atomic Energy Corp Rosatom Behalf Russian Federation,"Vladimir Ur'evich Kolganov, Sergey Emil'evich Khomyakov, Ivan Igorevich Poddubnyj",2016-03-21,2017-03-20,2021-04-28,2021-04-28,https://patents.google.com/patent/ES2821925T3/en,
EP-3441978-A1,Device for securing a blanket module to a fusion reactor vacuum vessel ,"State Atomic Energy Corporation ""Rosatom"" on Behalf of The Russian Federation","Vladimir Ur'evich KOLGANOV, Sergey Emil'evich KHOMYAKOV, Ivan Igorevich PODDUBNYJ",2016-03-21,2017-03-20,2019-02-13,,https://patents.google.com/patent/EP3441978A1/en,https://patentimages.storage.googleapis.com/ab/62/cc/5086d18310286f/imgf0001.png
KR-20180120747-A,Apparatus for fixing a blanket module to a vacuum vessel by fusion ,스테이트 에토믹 에너지 코퍼레이션 “로사톰”온 비핼프 오브 더 러시안 페더레이션,"블라디미르 우레비치 콜가노프, 세르게이 이밀레비치 크홈야코프, 이반 이고레비치 포드두브니예",2016-03-21,2017-03-20,2018-11-06,,https://patents.google.com/patent/KR20180120747A/en,https://patentimages.storage.googleapis.com/89/c6/bf/ec9c7ab2052ec5/pct00001.png
US-10593433-B2,Device for securing a blanket module to a fusion reactor vacuum vessel ,State Of Atomic Energy Corporation “Rosatom” On Behalf Of The Russian Federation,"Vladimir Ur'evich KOLGANOV, Sergey Emil'evich KHOMYAKOV, Ivan Igorevich PODDUBNYJ",2016-03-21,2017-03-20,2020-03-17,2020-03-17,https://patents.google.com/patent/US10593433B2/en,https://patentimages.storage.googleapis.com/c6/c2/2a/580e6d7b7f66a5/US10593433-20200317-D00000.png
US-2019122772-A1,Device for securing a blanket module to a fusion reactor vacuum vessel ,"State Atomic Energy Corporation ""Rosatom"" On Behalf Of The Russian Federation","Vladimir Ur'evich KOLGANOV, Sergey Emil'evich KHOMYAKOV, Ivan Igorevich PODDUBNYJ",2016-03-21,2017-03-20,2019-04-25,,https://patents.google.com/patent/US20190122772A1/en,https://patentimages.storage.googleapis.com/67/f5/00/91e563deb2853a/US20190122772A1-20190425-D00000.png
CN-108780665-B,It is a kind of for fixing the device of cladding modular to fusion reactor vacuum chamber ,由俄罗斯原子能集团公司代表的俄罗斯联邦,"V·U·科尔根诺夫, S·E·科米克洛夫, I·I·巴德米西",2016-03-21,2017-03-20,2019-11-19,2019-11-19,https://patents.google.com/patent/CN108780665B/en,
JP-6516936-B1,Device for securing a blanket module to a fusion reactor vacuum vessel ,"ステート・アトミック・エナジー・コーポレーション・ロスアトム・オン・ビハーフ・オブ・ザ・ロシアン・フェデレーションＳｔａｔｅ Ａｔｏｍｉｃ Ｅｎｅｒｇｙ Ｃｏｒｐｏｒａｔｉｏｎ ‘Ｒｏｓａｔｏｍ’ Ｏｎ Ｂｅｈａｌｆ Ｏｆ Ｔｈｅ Ｒｕｓｓｉａｎ Ｆｅｄｅｒａｔｉｏｎ, ステート・アトミック・エナジー・コーポレーション・ロスアトム・オン・ビハーフ・オブ・ザ・ロシアン・フェデレーション","ヴラディミル ウーレヴィチ コルガノフ, ヴラディミル  ウーレヴィチ コルガノフ, セルゲイ エミレヴィチ ホミャコフ, セルゲイ  エミレヴィチ ホミャコフ, イヴァン イゴーレヴィチ ポドゥブヌイ, イヴァン  イゴーレヴィチ ポドゥブヌイ",2016-03-21,2017-03-20,2019-05-22,2019-05-22,https://patents.google.com/patent/JP6516936B1/en,https://patentimages.storage.googleapis.com/0b/0e/d2/6e89fe378f2b9e/0006516936-2.png
JP-2019516075-A,Device for securing a blanket module to a fusion reactor vacuum vessel ,"ステート・アトミック・エナジー・コーポレーション・ロスアトム・オン・ビハーフ・オブ・ザ・ロシアン・フェデレーションＳｔａｔｅ Ａｔｏｍｉｃ Ｅｎｅｒｇｙ Ｃｏｒｐｏｒａｔｉｏｎ ‘Ｒｏｓａｔｏｍ’ Ｏｎ Ｂｅｈａｌｆ Ｏｆ Ｔｈｅ Ｒｕｓｓｉａｎ Ｆｅｄｅｒａｔｉｏｎ, ステート・アトミック・エナジー・コーポレーション・ロスアトム・オン・ビハーフ・オブ・ザ・ロシアン・フェデレーション","ヴラディミル ウーレヴィチ コルガノフ, ヴラディミル  ウーレヴィチ コルガノフ, セルゲイ エミレヴィチ ホミャコフ, セルゲイ  エミレヴィチ ホミャコフ, イヴァン イゴーレヴィチ ポドゥブヌイ, イヴァン  イゴーレヴィチ ポドゥブヌイ",2016-03-21,2017-03-20,2019-06-13,,https://patents.google.com/patent/JP2019516075A/en,https://patentimages.storage.googleapis.com/cd/d4/73/092c12c01f88e5/2019516075-3.png
CN-107093466-B,A kind of cold cladding structure of fusion reactor helium of bushing type ,中国科学院合肥物质科学研究院,"雷明准, 宋云涛, 刘素梅, 陆坤, 裴坤, 郭超, 刘松林, 徐淑玲, 叶民友",2017-03-22,2017-03-22,2019-01-04,2019-01-04,https://patents.google.com/patent/CN107093466B/en,
CN-107093466-A,A kind of fusion reactor helium cold cladding structure of bushing type ,中国科学院合肥物质科学研究院,"雷明准, 宋云涛, 刘素梅, 陆坤, 裴坤, 郭超, 刘松林, 徐淑玲, 叶民友",2017-03-22,2017-03-22,2017-08-25,,https://patents.google.com/patent/CN107093466A/en,
WO-2017172815-A1,Methods and apparatus for coincidentally forming a virtual cathode and a high beta plasma ,Fusion One Corporation,"Scott CORNISH, Paul SIECK",2016-03-29,2017-03-28,2017-10-05,,https://patents.google.com/patent/WO2017172815A1/en,
CN-106927257-B,Automatic protective glass replacing device of laser fusion target field optical diagnosis equipment ,中国科学院西安光学精密机械研究所,"闫亚东, 何俊华, 许瑞华, 齐文博, 韦明智, 王维",2017-03-29,2017-03-29,2023-04-11,2023-04-11,https://patents.google.com/patent/CN106927257B/en,https://patentimages.storage.googleapis.com/0c/21/86/48b38fc9aa5a54/HDA0001257737180000011.png
CN-106927257-A,The protective glass apparatus for automatic change of laser fusion target field optics diagnostic device ,中国科学院西安光学精密机械研究所,"闫亚东, 何俊华, 许瑞华, 齐文博, 韦明智, 王维",2017-03-29,2017-03-29,2017-07-07,,https://patents.google.com/patent/CN106927257A/en,
CN-106816181-B,A kind of cladding systems of fusion-fission reaction heap ,中国工程物理研究院核物理与化学研究所,"刘志勇, 黄洪文, 曾和荣, 郭海兵, 马纪敏, 王少华, 丁文杰",2017-03-31,2017-03-31,2019-06-04,2019-06-04,https://patents.google.com/patent/CN106816181B/en,
CN-106910535-B,One kind injection micro Ball inflation system ,中国工程物理研究院激光聚变研究中心,"张占文, 黄勇, 刘彦武, 史瑞廷, 赵华云, 苏琳, 初巧妹, 冯建鸿, 刘梅芳, 李洁, 李婧, 刘杨, 刘一杨, 陈素芬",2017-03-31,2017-03-31,2018-03-30,2018-03-30,https://patents.google.com/patent/CN106910535B/en,
CN-106898383-A,A kind of product tritium module of Fusion-fission cladding systems ,中国工程物理研究院核物理与化学研究所,"曾和荣, 黄洪文, 刘志勇, 郭海兵, 马纪敏, 王少华, 丁文杰",2017-03-31,2017-03-31,2017-06-27,,https://patents.google.com/patent/CN106898383A/en,
CN-106910535-A,One kind injection micro Ball inflation system ,中国工程物理研究院激光聚变研究中心,"张占文, 黄勇, 刘彦武, 史瑞廷, 赵华云, 苏琳, 初巧妹, 冯建鸿, 刘梅芳, 李洁, 李婧, 刘杨, 刘一杨, 陈素芬",2017-03-31,2017-03-31,2017-06-30,,https://patents.google.com/patent/CN106910535A/en,
CN-106816181-A,A kind of cladding systems of fusion-fission reaction heap ,中国工程物理研究院核物理与化学研究所,"刘志勇, 黄洪文, 曾和荣, 郭海兵, 马纪敏, 王少华, 丁文杰",2017-03-31,2017-03-31,2017-06-09,,https://patents.google.com/patent/CN106816181A/en,
GB-2551013-A,Remotely powered propulsion system ,Quaw M'dimoir,Quaw M'dimoir,2016-04-01,2017-04-03,2017-12-06,,https://patents.google.com/patent/GB2551013A/en,
GB-201705307-D0,Remotely powered propulsion system ,Quaw M'dimoir,,2016-04-01,2017-04-03,2017-05-17,,https://patents.google.com/patent/GB201705307D0/en,
ZA-201702384-B,Systems and methods for forming and maintaining a high performance frc ,Tri Alpha Energy Inc,"Binderbauer Michl, Garate Eusebio, Putvinski Sergei, Gota Hiroshi",2014-10-30,2017-04-04,2019-09-25,,https://patents.google.com/patent/ZA201702384B/en,
IL-251583-B,Systems and methods for forming and maintaining a high performance frc ,"Tae Tech Inc, Sergei Putvinski, Hiroshi Gota, Michl Binderbauer, Eusebio Garate","Sergei Putvinski, Hiroshi Gota, Michl Binderbauer, Eusebio Garate",2014-10-30,2017-04-05,2022-11-01,,https://patents.google.com/patent/IL251583B/en,
IL-251583-A0,Systems and methods for forming and maintaining a high performance frc ,"Tri Alpha Energy Inc, Sergei Putvinski, Hiroshi Gota, Michl Binderbauer, Eusebio Garate","Sergei Putvinski, Hiroshi Gota, Michl Binderbauer, Eusebio Garate",2014-10-30,2017-04-05,2017-06-29,,https://patents.google.com/patent/IL251583A0/en,
